task_id,task_name,process_id,process_name,operated_objects,operated_object_names,required_resources,generation_rule,sequence_index,task_obb_center
Task_制连接孔_Part_1_12_5536C10314G70_5536C10314G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_12_5536C10314G70_5536C10314G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_12_5536C10314G70_5536C10314G70_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10314G70 角片;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,68,"[37.063675819, 4.188581611, -0.047905257]"
Task_制连接孔_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_14_5536C10411G72_5536C10411G72_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10411G72 4号肋;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,69,"[37.599843037, 4.661151543, -0.000237351]"
Task_制连接孔_Part_1_15_5536C10413G72_5536C10413G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_15_5536C10413G72_5536C10413G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_15_5536C10413G72_5536C10413G72_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10413G72 4号肋缘条;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,70,"[37.60127801, 4.668564586, 0.069872569]"
Task_制连接孔_Part_1_16_5536C10414G72_5536C10414G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_16_5536C10414G72_5536C10414G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_16_5536C10414G72_5536C10414G72_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10414G72 4号肋缘条;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,71,"[37.60127801, 4.668564586, -0.069845753]"
Task_制连接孔_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_18_5536C10511G72_5536C10511G72_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10511G72 5号肋;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,72,"[37.915763775, 5.075780421, 1.0857e-05]"
Task_制连接孔_Part_1_20_5536C10514G70_5536C10514G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_20_5536C10514G70_5536C10514G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_20_5536C10514G70_5536C10514G70_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10514G70 角片;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,73,"[37.828404895, 5.141475515, -0.027977178]"
Task_制连接孔_Part_1_19_5536C10513G70_5536C10513G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_19_5536C10513G70_5536C10513G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_19_5536C10513G70_5536C10513G70_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10513G70 角片;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,74,"[37.828404895, 5.141475515, 0.028003995]"
Task_制连接孔_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_22_5536C10611G72_5536C10611G72_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10611G72 6号肋;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,75,"[38.340987311, 5.639831534, 1.1969e-05]"
Task_制连接孔_Part_1_24_5536C10614G70_5536C10614G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_24_5536C10614G70_5536C10614G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_24_5536C10614G70_5536C10614G70_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10614G70 角片;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,76,"[38.271461193, 5.69363488, -0.015541857]"
Task_制连接孔_Part_1_23_5536C10613G70_5536C10613G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_Part_1_23_5536C10613G70_5536C10613G70_1_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,Part_1_23_5536C10613G70_5536C10613G70_1;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C10613G70 角片;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,77,"[38.271461193, 5.69363488, 0.015568674]"
Task_制连接孔_SubAssembly_1_32_5536C11008G41_5536C11008G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_32_5536C11008G41_5536C11008G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_32_5536C11008G41_5536C11008G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11008G41 右侧3号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,78,"[38.067092379, 5.298881494, -0.056384918]"
Task_制连接孔_SubAssembly_1_31_5536C11007G41_5536C11007G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_31_5536C11007G41_5536C11007G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_31_5536C11007G41_5536C11007G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11007G41 左侧3号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,79,"[38.067092379, 5.298881494, 0.056411735]"
Task_制连接孔_SubAssembly_1_29_5536C11005G41_5536C11005G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_29_5536C11005G41_5536C11005G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_29_5536C11005G41_5536C11005G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11005G41 左侧2号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,80,"[37.141103452, 4.073641568, 0.09101412]"
Task_制连接孔_SubAssembly_1_30_5536C11006G41_5536C11006G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_30_5536C11006G41_5536C11006G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_30_5536C11006G41_5536C11006G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11006G41 右侧2号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,81,"[37.141103452, 4.073641568, -0.090987303]"
Task_制连接孔_SubAssembly_1_28_5536C11004G41_5536C11004G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_28_5536C11004G41_5536C11004G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_28_5536C11004G41_5536C11004G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11004G41 右侧1号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,82,"[36.610506052, 3.424096583, -0.104790298]"
Task_制连接孔_SubAssembly_1_27_5536C11003G41_5536C11003G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,制连接孔_SubAssembly_1_27_5536C11003G41_5536C11003G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_制连接孔,制连接孔,SubAssembly_1_27_5536C11003G41_5536C11003G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11003G41 左侧1号夹芯板;5536C12000G42 辅助梁组件,钻具,connect_and_both_require_connection_hole,83,"[36.610506052, 3.424096583, 0.104817114]"
Task_制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_4_5536C10105G71_5536C10105G71_1,制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_4_5536C10105G71_5536C10105G71_1,PROC_制连接孔,制连接孔,Part_1_2_5536C10101G71_5536C10101G71_1;Part_1_4_5536C10105G71_5536C10105G71_1,5536C10101G71 1号肋;5536C10105G71 1号肋,钻具,connect_and_both_require_connection_hole,84,"[35.713096516, 2.089104441, -0.080674825]"
Task_制连接孔_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,制连接孔_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_制连接孔,制连接孔,Part_1_4_5536C10105G71_5536C10105G71_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C10105G71 1号肋;5536C11004G41 右侧1号夹芯板,钻具,connect_and_both_require_connection_hole,85,"[35.811778947, 2.213474612, -0.207573616]"
Task_制连接孔_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,制连接孔_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,PROC_制连接孔,制连接孔,Part_1_4_5536C10105G71_5536C10105G71_1;SubAssembly_1_26_5536C11002G41_5536C11002G41_1,5536C10105G71 1号肋;5536C11002G41 右侧下封面板,钻具,connect_and_both_require_connection_hole,86,"[35.660324093, 2.041145743, -0.206178338]"
Task_制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_3_5536C10103G71_5536C10103G71_1,制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_3_5536C10103G71_5536C10103G71_1,PROC_制连接孔,制连接孔,Part_1_2_5536C10101G71_5536C10101G71_1;Part_1_3_5536C10103G71_5536C10103G71_1,5536C10101G71 1号肋;5536C10103G71 1号肋角材,钻具,connect_and_both_require_connection_hole,87,"[35.954420881, 2.099370424, 0.028345085]"
Task_制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,PROC_制连接孔,制连接孔,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_26_5536C11002G41_5536C11002G41_1,5536C10101G71 1号肋;5536C11002G41 右侧下封面板,钻具,connect_and_both_require_connection_hole,88,"[35.645042248, 2.03901128, -0.081313344]"
Task_制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_25_5536C11001G41_5536C11001G41_1,制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_25_5536C11001G41_5536C11001G41_1,PROC_制连接孔,制连接孔,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_25_5536C11001G41_5536C11001G41_1,5536C10101G71 1号肋;5536C11001G41 左侧下封面板,钻具,connect_and_both_require_connection_hole,89,"[35.645036699, 2.039012372, 0.125503381]"
Task_制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,制连接孔_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_制连接孔,制连接孔,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C10101G71 1号肋;5536C11003G41 左侧1号夹芯板,钻具,connect_and_both_require_connection_hole,90,"[35.796497102, 2.211340148, 0.126898791]"
Task_制连接孔_Part_1_35_5536C14002G71_5536C14002G70_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,制连接孔_Part_1_35_5536C14002G71_5536C14002G70_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_制连接孔,制连接孔,Part_1_35_5536C14002G71_5536C14002G70_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C14002G71 1号连接带板;5536C11004G41 右侧1号夹芯板,钻具,connect_and_both_require_connection_hole,91,"[36.054323824, 2.297084079, -0.229590986]"
Task_制连接孔_Part_1_34_5536C14001G71_5536C14001G70_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,制连接孔_Part_1_34_5536C14001G71_5536C14001G70_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_制连接孔,制连接孔,Part_1_34_5536C14001G71_5536C14001G70_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C14001G71 1号连接带板;5536C11003G41 左侧1号夹芯板,钻具,connect_and_both_require_connection_hole,92,"[36.054323824, 2.297084079, 0.229590986]"
Task_制连接孔_Part_1_36_5536C14003G71_5536C14003G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,制连接孔_Part_1_36_5536C14003G71_5536C14003G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_制连接孔,制连接孔,Part_1_36_5536C14003G71_5536C14003G70_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C14003G71 2号连接带板;5536C11005G41 左侧2号夹芯板,钻具,connect_and_both_require_connection_hole,93,"[36.868259931, 3.303324869, 0.204421779]"
Task_制连接孔_Part_1_37_5536C14004G71_5536C14004G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,制连接孔_Part_1_37_5536C14004G71_5536C14004G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_制连接孔,制连接孔,Part_1_37_5536C14004G71_5536C14004G70_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C14004G71 2号连接带板;5536C11006G41 右侧2号夹芯板,钻具,connect_and_both_require_connection_hole,94,"[36.868259931, 3.303324869, -0.204421779]"
Task_制连接孔_Part_1_5_5536C10203G71_5536C10203G71_1_Part_1_6_5536C10211G71_5536C10211G71_1,制连接孔_Part_1_5_5536C10203G71_5536C10203G71_1_Part_1_6_5536C10211G71_5536C10211G71_1,PROC_制连接孔,制连接孔,Part_1_5_5536C10203G71_5536C10203G71_1;Part_1_6_5536C10211G71_5536C10211G71_1,5536C10203G71 2号肋角材;5536C10211G71 2号肋,钻具,connect_and_both_require_connection_hole,95,"[36.271738528, 2.451251207, -0.002666087]"
Task_制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_7_5536C10213G70_5536C10213G70_1,制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_7_5536C10213G70_5536C10213G70_1,PROC_制连接孔,制连接孔,Part_1_6_5536C10211G71_5536C10211G71_1;Part_1_7_5536C10213G70_5536C10213G70_1,5536C10211G71 2号肋;5536C10213G70 2号肋缘条,钻具,connect_and_both_require_connection_hole,96,"[36.156678779, 2.543088688, 0.099056469]"
Task_制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_8_5536C10214G70_5536C10214G70_1,制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_8_5536C10214G70_5536C10214G70_1,PROC_制连接孔,制连接孔,Part_1_6_5536C10211G71_5536C10211G71_1;Part_1_8_5536C10214G70_5536C10214G70_1,5536C10211G71 2号肋;5536C10214G70 2号肋缘条,钻具,connect_and_both_require_connection_hole,97,"[36.156678779, 2.543088688, -0.104388642]"
Task_制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_制连接孔,制连接孔,Part_1_6_5536C10211G71_5536C10211G71_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C10211G71 2号肋;5536C11004G41 右侧1号夹芯板,钻具,connect_and_both_require_connection_hole,98,"[36.024894363, 2.436349462, -0.107469793]"
Task_制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,制连接孔_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_制连接孔,制连接孔,Part_1_6_5536C10211G71_5536C10211G71_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C10211G71 2号肋;5536C11003G41 左侧1号夹芯板,钻具,connect_and_both_require_connection_hole,99,"[36.024894363, 2.436349462, 0.102137619]"
